order_id,order_placed_at,order_delivered_at
1529494,2023-03-12 06:56:27,2023-03-12 07:13:12.418896
1529495,2023-03-12 07:02:07,2023-03-12 07:17:07.188091
1529496,2023-03-12 07:11:21,2023-03-12 07:53:42.654837
1529497,2023-03-12 07:12:26,2023-03-12 07:27:51.134940
1529498,2023-03-12 07:13:44,2023-03-12 07:29:58.480224
1529499,2023-03-12 07:17:24,2023-03-12 07:33:14.840750
1529500,2023-03-12 07:22:52,2023-03-12 07:38:19.363117
1529501,2023-03-12 07:23:20,2023-03-12 07:38:34.221863
1529502,2023-03-12 07:23:31,2023-03-12 07:41:31.565164
1529503,2023-03-12 07:27:28,2023-03-12 07:44:48.311334
1529504,2023-03-12 07:28:40,2023-03-12 07:43:47.435110
1529505,2023-03-12 07:29:30,2023-03-12 07:44:51.634601
1529506,2023-03-12 07:30:04,2023-03-12 07:52:42.274933
1529507,2023-03-12 07:30:22,2023-03-12 07:45:34.976701
1529508,2023-03-12 07:39:40,2023-03-12 07:55:16.539791
1529509,2023-03-12 07:39:49,2023-03-12 07:55:20.318466
1529510,2023-03-12 07:41:07,2023-03-12 07:56:54.874717
1529511,2023-03-12 07:46:16,2023-03-12 08:01:22.689670
1529512,2023-03-12 07:46:54,2023-03-12 08:02:16.925956
1529513,2023-03-12 07:50:15,2023-03-12 08:05:20.056877
1529514,2023-03-12 08:06:51,2023-03-12 08:29:31.610668
1529515,2023-03-12 08:09:04,2023-03-12 08:29:25.734875
1529516,2023-03-12 08:13:42,2023-03-12 08:32:02.808530
1529517,2023-03-12 08:15:22,2023-03-12 08:30:55.155591
1529518,2023-03-12 08:16:16,2023-03-12 08:32:55.848914
1529519,2023-03-12 08:20:31,2023-03-12 08:35:44.223021
1529520,2023-03-12 08:21:10,2023-03-12 08:36:50.241223
1529521,2023-03-12 08:27:58,2023-03-12 08:47:40.364885
1529522,2023-03-12 08:29:10,2023-03-12 08:45:09.718643
1529523,2023-03-12 08:29:22,2023-03-12 08:47:33.953681
1529524,2023-03-12 08:30:00,2023-03-12 08:45:32.326359
1529525,2023-03-12 08:30:20,2023-03-12 08:45:34.462678
1529526,2023-03-12 08:30:56,2023-03-12 08:46:48.291908
1529527,2023-03-12 08:31:04,2023-03-12 08:46:09.881360
1529528,2023-03-12 08:33:26,2023-03-12 08:52:15.225914
1529529,2023-03-12 08:35:25,2023-03-12 08:53:55.252998
1529530,2023-03-12 08:35:36,2023-03-12 08:53:37.990205
1529531,2023-03-12 08:38:56,2023-03-12 08:53:58.652481
1529532,2023-03-12 08:41:02,2023-03-12 08:56:13.490192
1529533,2023-03-12 08:47:51,2023-03-12 09:02:58.660523
1529534,2023-03-12 08:49:21,2023-03-12 09:04:28.188040
1529535,2023-03-12 08:54:01,2023-03-12 09:09:47.390859
1529536,2023-03-12 08:56:47,2023-03-12 09:14:07.809957
1529537,2023-03-12 08:58:34,2023-03-12 09:16:16.398185
1529538,2023-03-12 09:00:22,2023-03-12 09:15:36.776791
1529539,2023-03-12 09:02:17,2023-03-12 09:18:33.996226
1529540,2023-03-12 09:02:39,2023-03-12 09:18:00.860638
1529541,2023-03-12 09:02:45,2023-03-12 09:19:17.914019
1529542,2023-03-12 09:07:29,2023-03-12 09:26:09.205482
1529543,2023-03-12 09:18:05,2023-03-12 09:33:37.028878
1529544,2023-03-12 09:20:02,2023-03-12 09:35:47.234629
1529545,2023-03-12 09:23:43,2023-03-12 09:51:16.518921
1529546,2023-03-12 09:24:29,2023-03-12 09:39:29.418142
1529547,2023-03-12 09:26:27,2023-03-12 09:41:48.408433
1529548,2023-03-12 09:30:44,2023-03-12 09:47:08.351347
1529549,2023-03-12 09:33:07,2023-03-12 09:49:54.954846
1529550,2023-03-12 09:35:02,2023-03-12 09:50:40.121183
1529551,2023-03-12 09:35:12,2023-03-12 09:50:12.278119
1529552,2023-03-12 09:35:27,2023-03-12 09:51:27.536665
1529553,2023-03-12 09:35:33,2023-03-12 09:52:03.457668
1529554,2023-03-12 09:38:15,2023-03-12 09:55:34.304465
1529555,2023-03-12 09:52:47,2023-03-12 10:10:02.758489
1529556,2023-03-12 09:53:20,2023-03-12 10:10:39.527361
1529557,2023-03-12 09:53:33,2023-03-12 10:12:55.640781
1529558,2023-03-12 09:53:38,2023-03-12 10:12:18.986707
1529559,2023-03-12 09:54:09,2023-03-12 10:10:32.057386
1529560,2023-03-12 09:57:53,2023-03-12 10:13:19.638866
1529561,2023-03-12 10:04:13,2023-03-12 10:19:42.389908
1529562,2023-03-12 10:07:39,2023-03-12 10:23:40.681815
1529563,2023-03-12 10:07:57,2023-03-12 10:23:03.547723
1529564,2023-03-12 10:11:12,2023-03-12 10:28:30.798508
1529565,2023-03-12 10:11:34,2023-03-12 10:27:32.335080
1529566,2023-03-12 10:15:15,2023-03-12 10:30:33.808473
1529567,2023-03-12 10:16:56,2023-03-12 10:32:36.582436
1529568,2023-03-12 10:21:16,2023-03-12 10:36:54.095892
1529569,2023-03-12 10:21:24,2023-03-12 10:36:25.131487
1529570,2023-03-12 10:22:33,2023-03-12 10:42:08.285893
1529571,2023-03-12 10:26:11,2023-03-12 10:51:48.941967
1529572,2023-03-12 10:29:01,2023-03-12 10:44:18.586727
1529573,2023-03-12 10:30:43,2023-03-12 10:46:30.747890
1529574,2023-03-12 10:32:24,2023-03-12 10:48:01.381152
1529575,2023-03-12 10:33:54,2023-03-12 10:51:56.925116
1529576,2023-03-12 10:35:12,2023-03-12 10:52:52.096971
1529577,2023-03-12 10:35:41,2023-03-12 10:50:59.802440
1529578,2023-03-12 10:38:58,2023-03-12 10:55:08.242671
1529579,2023-03-12 10:39:37,2023-03-12 10:54:56.109735
1529580,2023-03-12 10:43:18,2023-03-12 11:00:16.584073
1529581,2023-03-12 10:44:50,2023-03-12 11:00:09.540442
1529582,2023-03-12 10:45:35,2023-03-12 11:01:21.525570
1529583,2023-03-12 10:48:19,2023-03-12 11:04:42.479842
1529584,2023-03-12 10:49:20,2023-03-12 11:07:02.701262
1529585,2023-03-12 10:49:34,2023-03-12 11:08:09.889826
1529586,2023-03-12 10:52:09,2023-03-12 11:07:24.071746
1529587,2023-03-12 10:53:53,2023-03-12 11:09:11.717388
1529588,2023-03-12 10:59:00,2023-03-12 11:14:30.783653
1529589,2023-03-12 10:59:02,2023-03-12 11:14:29.523199
1529590,2023-03-12 11:00:09,2023-03-12 11:15:42.320465
1529591,2023-03-12 11:03:58,2023-03-12 11:21:17.175390
1529592,2023-03-12 11:04:22,2023-03-12 11:19:56.105774
1529593,2023-03-12 11:06:36,2023-03-12 11:24:42.813585
1529594,2023-03-12 11:06:51,2023-03-12 11:22:17.137689
1529595,2023-03-12 11:07:51,2023-03-12 11:23:05.037662
1529596,2023-03-12 11:12:43,2023-03-12 11:27:44.419960
1529597,2023-03-12 11:13:09,2023-03-12 11:28:26.642729
1529598,2023-03-12 11:17:23,2023-03-12 11:33:10.538646
1529599,2023-03-12 11:18:09,2023-03-12 11:33:09.050203
1529600,2023-03-12 11:18:36,2023-03-12 11:34:23.437122
1529601,2023-03-12 11:24:03,2023-03-12 11:39:17.239907
1529602,2023-03-12 11:24:39,2023-03-12 11:40:36.185718
1529603,2023-03-12 11:25:52,2023-03-12 11:40:54.548722
1529604,2023-03-12 11:27:18,2023-03-12 11:44:21.992086
1529605,2023-03-12 11:28:24,2023-03-12 11:52:24.064245
1529606,2023-03-12 11:29:36,2023-03-12 11:45:06.752614
1529607,2023-03-12 11:35:53,2023-03-12 11:54:36.033490
1529608,2023-03-12 11:36:08,2023-03-12 11:55:11.386776
1529609,2023-03-12 11:38:22,2023-03-12 11:53:32.343404
1529610,2023-03-12 11:40:41,2023-03-12 12:01:05.782795
1529611,2023-03-12 11:49:06,2023-03-12 12:08:03.253590
1529612,2023-03-12 11:49:56,2023-03-12 12:05:12.849308
1529613,2023-03-12 11:51:45,2023-03-12 12:07:44.075546
1529614,2023-03-12 11:55:02,2023-03-12 12:11:59.571318
1529615,2023-03-12 11:55:08,2023-03-12 12:10:22.463809
1529616,2023-03-12 11:56:11,2023-03-12 12:11:13.079094
1529617,2023-03-12 12:00:20,2023-03-12 12:28:03.038666
1529618,2023-03-12 12:01:28,2023-03-12 12:17:28.383179
1529619,2023-03-12 12:04:58,2023-03-12 12:20:33.693966
1529620,2023-03-12 12:09:18,2023-03-12 12:25:04.314337
1529621,2023-03-12 12:12:24,2023-03-12 12:34:31.012017
1529622,2023-03-12 12:12:30,2023-03-12 12:35:56.174581
1529623,2023-03-12 12:13:17,2023-03-12 12:28:22.974124
1529624,2023-03-12 12:16:15,2023-03-12 12:33:23.624949
1529625,2023-03-12 12:18:01,2023-03-12 12:33:03.710765
1529626,2023-03-12 12:20:11,2023-03-12 12:37:10.121592
1529627,2023-03-12 12:20:14,2023-03-12 12:43:00.561553
1529628,2023-03-12 12:21:17,2023-03-12 12:40:13.465795
1529629,2023-03-12 12:25:43,2023-03-12 12:41:25.554692
1529630,2023-03-12 12:27:03,2023-03-12 12:42:32.061308
1529631,2023-03-12 12:31:17,2023-03-12 12:49:46.531518
1529632,2023-03-12 12:32:45,2023-03-12 12:48:15.008045
1529633,2023-03-12 12:40:31,2023-03-12 12:56:07.128992
1529634,2023-03-12 12:43:43,2023-03-12 13:01:49.398877
1529635,2023-03-12 12:45:22,2023-03-12 13:03:21.159672
1529636,2023-03-12 12:46:03,2023-03-12 13:04:30.873598
1529637,2023-03-12 12:51:13,2023-03-12 13:06:19.712936
1529638,2023-03-12 12:51:51,2023-03-12 13:09:51.373745
1529639,2023-03-12 12:53:47,2023-03-12 14:20:06.445063
1529640,2023-03-12 12:54:01,2023-03-12 13:09:18.778468
1529641,2023-03-12 13:00:33,2023-03-12 13:15:48.162467
1529642,2023-03-12 13:00:36,2023-03-12 13:15:42.804514
1529643,2023-03-12 13:01:43,2023-03-12 13:19:47.506436
1529644,2023-03-12 13:01:49,2023-03-12 13:17:14.751853
1529645,2023-03-12 13:04:50,2023-03-12 13:20:03.960005
1529646,2023-03-12 13:06:07,2023-03-12 13:21:23.999544
1529647,2023-03-12 13:07:01,2023-03-12 13:22:49.536222
1529648,2023-03-12 13:17:45,2023-03-12 13:34:34.975184
1529649,2023-03-12 13:21:37,2023-03-12 13:38:09.138237
1529650,2023-03-12 13:22:37,2023-03-12 13:37:51.555012
1529651,2023-03-12 13:23:37,2023-03-12 13:39:46.683312
1529652,2023-03-12 13:28:57,2023-03-12 13:44:20.208782
1529653,2023-03-12 13:32:14,2023-03-12 13:47:15.926767
1529654,2023-03-12 13:32:57,2023-03-12 13:48:52.506602
1529655,2023-03-12 13:45:10,2023-03-12 14:01:48.866381
1529656,2023-03-12 13:52:03,2023-03-12 14:13:32.799479
1529657,2023-03-12 13:52:29,2023-03-12 14:09:05.176658
1529658,2023-03-12 13:53:14,2023-03-12 14:12:11.692529
1529659,2023-03-12 13:55:48,2023-03-12 14:10:51.706337
1529660,2023-03-12 13:56:51,2023-03-12 14:16:47.725335
1529661,2023-03-12 13:58:55,2023-03-12 14:15:16.529481
1529662,2023-03-12 14:01:03,2023-03-12 14:18:12.167602
1529663,2023-03-12 14:01:17,2023-03-12 14:16:17.530144
1529664,2023-03-12 14:02:17,2023-03-12 14:18:02.407083
1529665,2023-03-12 14:05:09,2023-03-12 14:55:47.616665
1529666,2023-03-12 14:07:34,2023-03-12 14:28:39.465142
1529667,2023-03-12 14:11:30,2023-03-12 14:27:38.609397
1529668,2023-03-12 14:13:49,2023-03-12 14:30:01.192821
1529669,2023-03-12 14:15:23,2023-03-12 14:31:26.042101
1529670,2023-03-12 14:16:07,2023-03-12 14:31:13.663008
1529671,2023-03-12 14:19:45,2023-03-12 14:35:18.880592
1529672,2023-03-12 14:22:36,2023-03-12 14:37:40.236771
1529673,2023-03-12 14:23:41,2023-03-12 14:41:12.746698
1529674,2023-03-12 14:27:13,2023-03-12 14:42:38.883687
1529675,2023-03-12 14:29:10,2023-03-12 14:46:11.077428
1529676,2023-03-12 14:30:47,2023-03-12 14:46:23.815078
1529677,2023-03-12 14:34:46,2023-03-12 14:49:55.326139
1529678,2023-03-12 14:35:50,2023-03-12 14:55:04.006097
1529679,2023-03-12 14:35:58,2023-03-12 14:51:05.843572
1529680,2023-03-12 14:38:40,2023-03-12 14:57:26.477774
1529681,2023-03-12 14:39:46,2023-03-12 14:54:51.618751
1529682,2023-03-12 14:39:55,2023-03-12 14:55:10.170268
1529683,2023-03-12 14:40:51,2023-03-12 14:56:51.772004
1529684,2023-03-12 14:52:34,2023-03-12 17:49:50.650857
1529685,2023-03-12 14:54:56,2023-03-12 15:11:22.526609
1529686,2023-03-12 14:56:35,2023-03-12 15:12:18.801610
1529687,2023-03-12 14:56:50,2023-03-12 15:12:12.806748
1529688,2023-03-12 14:57:15,2023-03-12 15:12:45.310874
1529689,2023-03-12 14:58:24,2023-03-12 15:16:30.519642
1529690,2023-03-12 15:05:50,2023-03-12 15:25:35.760864
1529691,2023-03-12 15:08:58,2023-03-12 15:24:13.965873
1529692,2023-03-12 15:10:38,2023-03-12 15:26:16.834676
1529693,2023-03-12 15:15:24,2023-03-12 15:31:46.716831
1529694,2023-03-12 15:18:57,2023-03-12 15:34:00.191576
1529695,2023-03-12 15:23:41,2023-03-12 15:39:48.637208
1529696,2023-03-12 15:24:59,2023-03-12 15:41:44.666236
1529697,2023-03-12 15:26:22,2023-03-12 15:42:30.776514
1529698,2023-03-12 15:27:52,2023-03-12 15:43:06.312205
1529699,2023-03-12 15:28:11,2023-03-12 15:43:51.653578
1529700,2023-03-12 15:28:46,2023-03-12 15:52:54.582803
1529701,2023-03-12 15:29:18,2023-03-12 15:44:24.558874
1529702,2023-03-12 15:36:46,2023-03-12 15:56:23.140989
1529703,2023-03-12 15:38:05,2023-03-12 15:56:00.201130
1529704,2023-03-12 15:42:11,2023-03-12 15:59:19.858433
1529705,2023-03-12 15:48:10,2023-03-12 16:06:21.206348
1529706,2023-03-12 15:50:10,2023-03-12 16:05:43.561360
1529707,2023-03-12 15:51:57,2023-03-12 16:07:51.864595
1529708,2023-03-12 15:54:00,2023-03-12 16:09:20.572962
1529709,2023-03-12 15:54:22,2023-03-12 16:10:05.034330
1529710,2023-03-12 15:55:24,2023-03-12 16:10:25.170511
1529711,2023-03-12 15:57:19,2023-03-12 16:13:18.892249
1529712,2023-03-12 15:59:49,2023-03-12 16:16:41.369459
1529713,2023-03-12 15:59:51,2023-03-12 16:16:39.196485
1529714,2023-03-12 16:03:21,2023-03-12 16:18:52.041404
1529715,2023-03-12 16:04:04,2023-03-12 16:19:11.097400
1529716,2023-03-12 16:04:24,2023-03-12 16:19:44.807442
1529717,2023-03-12 16:10:04,2023-03-12 16:30:38.163875
1529718,2023-03-12 16:14:01,2023-03-12 16:29:12.468584
1529719,2023-03-12 16:14:35,2023-03-12 16:31:06.235678
1529720,2023-03-12 16:16:01,2023-03-12 16:31:36.134909
1529721,2023-03-12 16:17:17,2023-03-12 16:32:32.833050
1529722,2023-03-12 16:17:20,2023-03-12 16:32:48.195104
1529723,2023-03-12 16:18:07,2023-03-12 16:34:36.485997
1529724,2023-03-12 16:22:46,2023-03-12 16:38:15.855716
1529725,2023-03-12 16:22:52,2023-03-12 16:43:43.119841
1529726,2023-03-12 16:27:53,2023-03-12 16:43:44.761293
1529727,2023-03-12 16:30:03,2023-03-12 16:50:42.071123
1529728,2023-03-12 16:35:40,2023-03-12 16:51:09.031919
1529729,2023-03-12 16:38:18,2023-03-12 16:53:50.341047
1529730,2023-03-12 16:41:01,2023-03-12 16:57:13.058335
1529731,2023-03-12 16:43:08,2023-03-12 17:01:19.520521
1529732,2023-03-12 16:44:04,2023-03-12 16:59:30.429730
1529733,2023-03-12 16:44:34,2023-03-12 17:02:19.248188
1529734,2023-03-12 16:47:06,2023-03-12 17:02:09.027596
1529735,2023-03-12 16:52:14,2023-03-12 17:07:43.747059
1529736,2023-03-12 16:57:56,2023-03-12 17:13:37.477194
1529737,2023-03-12 16:59:44,2023-03-12 17:15:40.344518
1529738,2023-03-12 17:04:30,2023-03-12 17:25:25.263922
1529739,2023-03-12 17:07:25,2023-03-12 17:48:20.140042
1529740,2023-03-12 17:09:23,2023-03-12 17:24:29.722074
1529741,2023-03-12 17:13:17,2023-03-12 17:28:23.824727
1529742,2023-03-12 17:14:01,2023-03-12 17:30:02.886598
1529743,2023-03-12 17:14:03,2023-03-12 17:38:55.377235
1529744,2023-03-12 17:25:08,2023-03-12 17:41:30.843563
1529745,2023-03-12 17:29:10,2023-03-12 17:47:32.908582
1529746,2023-03-12 17:33:10,2023-03-12 17:48:41.941519
1529747,2023-03-12 17:41:20,2023-03-12 17:58:00.738289
1529748,2023-03-12 17:46:04,2023-03-12 18:01:04.681089
1529749,2023-03-12 17:47:53,2023-03-12 18:03:32.491687
1529750,2023-03-12 17:55:22,2023-03-12 18:13:24.837711
1529751,2023-03-12 17:56:09,2023-03-12 18:12:00.413164
1529752,2023-03-12 17:56:09,2023-03-12 18:12:05.566856
1529753,2023-03-12 17:56:28,2023-03-12 18:11:47.270454
1529754,2023-03-12 18:01:51,2023-03-12 18:17:50.801709
1529755,2023-03-12 18:03:29,2023-03-12 18:19:15.920266
1529756,2023-03-12 18:09:30,2023-03-12 18:25:30.972418
1529757,2023-03-12 18:10:06,2023-03-12 18:26:56.967653
1529758,2023-03-12 18:10:46,2023-03-12 18:25:47.144495
1529759,2023-03-12 18:11:46,2023-03-12 18:27:18.957704
1529760,2023-03-12 18:12:54,2023-03-12 18:27:55.357134
1529761,2023-03-12 18:20:28,2023-03-12 18:35:53.422943
1529762,2023-03-12 18:21:35,2023-03-12 18:37:10.756006
1529763,2023-03-12 18:21:47,2023-03-12 18:38:31.089816
1529764,2023-03-12 18:22:16,2023-03-12 18:37:33.306280
1529765,2023-03-12 18:24:51,2023-03-12 18:39:59.815723
1529766,2023-03-12 18:25:06,2023-03-12 18:41:14.314368
1529767,2023-03-12 18:25:23,2023-03-12 18:41:54.981206
1529768,2023-03-12 18:26:17,2023-03-12 18:41:33.047965
1529769,2023-03-12 18:27:04,2023-03-12 18:43:05.349187
1529770,2023-03-12 18:31:48,2023-03-12 18:47:40.973124
1529771,2023-03-12 18:32:11,2023-03-12 18:54:37.844984
1529772,2023-03-12 18:32:22,2023-03-12 18:54:54.844009
1529773,2023-03-12 18:36:06,2023-03-12 18:51:41.898525
1529774,2023-03-12 18:37:18,2023-03-12 18:52:54.262598
1529775,2023-03-12 18:37:57,2023-03-12 18:54:14.402613
1529776,2023-03-12 18:44:12,2023-03-12 18:59:12.446967
1529777,2023-03-12 18:48:51,2023-03-12 19:06:35.200656
1529778,2023-03-12 18:50:55,2023-03-12 19:08:35.799587
1529779,2023-03-12 18:56:39,2023-03-12 19:12:17.722532
1529780,2023-03-12 18:58:05,2023-03-12 19:16:34.770114
1529781,2023-03-12 18:58:59,2023-03-12 19:14:10.261754
1529782,2023-03-12 19:03:34,2023-03-12 19:18:37.725559
1529783,2023-03-12 19:04:42,2023-03-12 19:20:27.908834
1529784,2023-03-12 19:08:35,2023-03-12 19:37:18.764046
1529785,2023-03-12 19:10:54,2023-03-12 19:27:02.301241
1529786,2023-03-12 19:11:55,2023-03-12 19:42:04.565303
1529787,2023-03-12 19:12:51,2023-03-12 19:30:20.679576
1529788,2023-03-12 19:13:15,2023-03-12 19:32:46.256772
1529789,2023-03-12 19:15:39,2023-03-12 19:31:01.574087
1529790,2023-03-12 19:19:20,2023-03-12 19:40:28.721607
1529791,2023-03-12 19:22:38,2023-03-12 19:38:06.312768
1529792,2023-03-12 19:23:26,2023-03-12 19:42:03.665855
1529793,2023-03-12 19:27:39,2023-03-12 19:43:06.109156
1529794,2023-03-12 19:29:28,2023-03-12 20:37:41.560574
1529795,2023-03-12 19:31:57,2023-03-12 19:47:32.769282
1529796,2023-03-12 19:32:01,2023-03-12 19:53:02.996871
1529797,2023-03-12 19:48:14,2023-03-12 20:03:24.485239
1529798,2023-03-12 19:48:42,2023-03-12 20:03:46.216442
1529799,2023-03-12 19:55:29,2023-03-12 20:13:07.742733
1529800,2023-03-12 20:01:13,2023-03-12 20:17:06.850290
1529801,2023-03-12 20:07:42,2023-03-12 20:22:54.934741
1529802,2023-03-12 20:09:42,2023-03-12 20:24:54.181095
1529803,2023-03-12 20:12:46,2023-03-12 20:27:51.847184
1529804,2023-03-12 20:14:41,2023-03-12 20:30:03.358735
1529805,2023-03-12 20:17:07,2023-03-12 20:34:20.088586
1529806,2023-03-12 20:17:10,2023-03-12 20:32:11.371690
1529807,2023-03-12 20:22:39,2023-03-12 21:24:16.893591
1529808,2023-03-12 20:28:01,2023-03-12 20:43:55.039589
1529809,2023-03-12 20:29:19,2023-03-12 20:44:21.869756
1529810,2023-03-12 20:29:55,2023-03-12 20:45:04.513314
1529811,2023-03-12 20:32:55,2023-03-12 20:48:17.023629
1529812,2023-03-12 20:34:09,2023-03-12 20:49:37.788523
1529813,2023-03-12 20:36:33,2023-03-12 20:58:33.661918
1529814,2023-03-12 20:39:17,2023-03-12 20:55:49.994178
1529815,2023-03-12 20:40:08,2023-03-12 20:57:03.169343
1529816,2023-03-12 20:40:50,2023-03-12 20:57:39.959508
1529817,2023-03-12 20:46:01,2023-03-12 21:03:21.040161
1529818,2023-03-12 20:50:28,2023-03-12 21:15:59.899763
1529819,2023-03-12 20:52:52,2023-03-12 21:08:16.079927
1529820,2023-03-12 20:55:22,2023-03-12 21:10:45.116131
1529821,2023-03-12 20:57:06,2023-03-12 21:13:03.541585
1529822,2023-03-12 20:58:02,2023-03-12 21:13:27.158841
1529823,2023-03-12 21:06:07,2023-03-12 21:24:02.307168
1529824,2023-03-12 21:08:47,2023-03-12 21:24:08.474216
1529825,2023-03-12 21:12:09,2023-03-12 21:27:46.631747
1529826,2023-03-12 21:15:20,2023-03-12 21:31:11.234954
1529827,2023-03-12 21:23:00,2023-03-12 21:41:58.354173
1529828,2023-03-12 21:24:55,2023-03-12 21:40:07.451057
1529829,2023-03-12 21:24:56,2023-03-12 21:44:43.462645
1529830,2023-03-12 21:26:31,2023-03-12 21:49:12.975006
1529831,2023-03-12 21:31:07,2023-03-12 21:46:31.593626
1529832,2023-03-12 21:33:24,2023-03-12 21:48:26.446693
1529833,2023-03-12 21:33:58,2023-03-12 21:51:40.013433
1529834,2023-03-12 21:38:43,2023-03-12 21:54:12.576505
1529835,2023-03-12 21:40:39,2023-03-12 21:56:43.322995
1529836,2023-03-12 21:41:21,2023-03-12 22:02:20.052315
1529837,2023-03-12 21:41:43,2023-03-12 21:58:00.537091
1529838,2023-03-12 21:42:21,2023-03-12 21:57:21.706872
1529839,2023-03-12 21:42:28,2023-03-12 22:13:42.179125
1529840,2023-03-12 21:43:52,2023-03-12 21:59:13.351251
1529841,2023-03-12 21:44:27,2023-03-12 21:59:55.672750
1529842,2023-03-12 21:45:17,2023-03-12 22:03:04.873358
1529843,2023-03-12 21:48:13,2023-03-12 22:04:04.367146
1529844,2023-03-12 21:50:57,2023-03-12 22:06:24.782308
1529845,2023-03-12 21:51:53,2023-03-12 22:06:58.336781
1529846,2023-03-12 21:51:55,2023-03-12 22:07:49.518333
1529847,2023-03-12 21:53:28,2023-03-12 22:12:09.153699
1529848,2023-03-12 21:58:17,2023-03-12 22:13:25.004051
1529849,2023-03-12 22:02:10,2023-03-12 22:17:31.756977
1529850,2023-03-12 22:02:50,2023-03-12 22:17:50.850255
1529851,2023-03-12 22:06:35,2023-03-12 22:22:34.716636
1529852,2023-03-12 22:07:23,2023-03-12 22:23:14.060733
1529853,2023-03-12 22:08:00,2023-03-12 22:24:17.177607
1529854,2023-03-12 22:10:01,2023-03-12 22:25:03.211429
1529855,2023-03-12 22:12:31,2023-03-12 22:27:46.401043
1529856,2023-03-12 22:13:37,2023-03-12 22:32:35.233812
1529857,2023-03-12 22:15:12,2023-03-12 22:31:43.365276
1529858,2023-03-12 22:15:55,2023-03-12 22:31:41.023147
1529859,2023-03-12 22:19:29,2023-03-12 22:36:02.648643
1529860,2023-03-12 22:19:57,2023-03-12 22:34:58.553558
1529861,2023-03-12 22:23:32,2023-03-12 22:38:41.809284
1529862,2023-03-12 22:25:08,2023-03-12 22:41:37.750870
1529863,2023-03-12 22:26:23,2023-03-12 22:42:01.414775
1529864,2023-03-12 22:29:59,2023-03-12 22:45:23.344543
1529865,2023-03-12 22:35:07,2023-03-12 22:50:15.967425
1529866,2023-03-12 22:36:12,2023-03-12 22:52:44.757381
1529867,2023-03-12 22:37:47,2023-03-12 22:53:02.610622
1529868,2023-03-12 22:38:41,2023-03-12 22:57:25.418967
1529869,2023-03-12 22:43:09,2023-03-12 22:58:37.328868
1529870,2023-03-12 22:45:55,2023-03-12 23:24:57.565770
1529871,2023-03-12 22:46:55,2023-03-12 23:02:43.722879
1529872,2023-03-12 22:49:54,2023-03-12 23:07:02.851821
1529873,2023-03-12 22:56:26,2023-03-12 23:15:39.599643
1529874,2023-03-12 22:56:49,2023-03-12 23:14:18.271780
1529875,2023-03-12 23:01:04,2023-03-12 23:21:48.028532
1529876,2023-03-12 23:02:50,2023-03-12 23:25:19.925179
1529877,2023-03-12 23:03:59,2023-03-12 23:23:33.874871
1529878,2023-03-12 23:05:31,2023-03-12 23:22:52.147845
1529879,2023-03-12 23:10:59,2023-03-12 23:26:03.687836
1529880,2023-03-12 23:13:42,2023-03-12 23:29:17.249568
1529881,2023-03-12 23:15:56,2023-03-12 23:31:22.285822
1529882,2023-03-12 23:21:20,2023-03-12 23:38:07.342103
1529883,2023-03-12 23:22:34,2023-03-12 23:37:53.357881
1529884,2023-03-12 23:28:14,2023-03-12 23:49:30.238115
1529885,2023-03-12 23:30:54,2023-03-12 23:46:05.668910
1529886,2023-03-12 23:33:23,2023-03-12 23:49:34.935937
1529887,2023-03-12 23:33:36,2023-03-12 23:48:51.823373
1529888,2023-03-12 23:35:32,2023-03-13 00:35:07.324511
1529889,2023-03-12 23:37:56,2023-03-12 23:53:14.895978
1529890,2023-03-12 23:38:58,2023-03-12 23:54:57.904317
1529891,2023-03-12 23:42:14,2023-03-12 23:57:40.876768
1529892,2023-03-12 23:42:43,2023-03-13 00:04:45.843888
1529893,2023-03-12 23:43:10,2023-03-13 00:08:02.530020
1529894,2023-03-12 23:43:56,2023-03-12 23:59:00.159744
1529895,2023-03-12 23:44:55,2023-03-13 00:00:32.517568
1529896,2023-03-12 23:48:22,2023-03-13 01:07:14.110842
1529897,2023-03-12 23:51:07,2023-03-13 00:06:38.455107
1529898,2023-03-12 23:56:21,2023-03-13 00:12:46.056477
1529899,2023-03-12 23:56:57,2023-03-13 00:12:23.405846
1529900,2023-03-13 00:01:50,2023-03-13 00:18:43.582094
1529901,2023-03-13 00:01:54,2023-03-13 00:17:19.890829
1529902,2023-03-13 00:01:55,2023-03-13 00:17:41.870993
1529903,2023-03-13 00:07:03,2023-03-13 00:27:43.881354
1529904,2023-03-13 00:07:31,2023-03-13 05:57:31.970373
1529905,2023-03-13 00:09:22,2023-03-13 00:33:30.721306
1529906,2023-03-13 00:09:27,2023-03-13 00:26:38.448562
1529907,2023-03-13 00:13:23,2023-03-13 00:29:11.403549
1529908,2023-03-13 00:24:44,2023-03-13 00:40:45.928006
1529909,2023-03-13 00:25:44,2023-03-13 00:40:55.819902
1529910,2023-03-13 00:27:12,2023-03-13 00:42:15.423381
1529911,2023-03-13 00:27:50,2023-03-13 00:43:53.734114
1529912,2023-03-13 00:28:08,2023-03-13 00:46:27.107885
1529913,2023-03-13 00:28:57,2023-03-13 00:44:31.504267
1529914,2023-03-13 00:33:37,2023-03-13 00:55:16.134817
1529915,2023-03-13 00:36:49,2023-03-13 00:52:02.226586
1529916,2023-03-13 00:37:24,2023-03-13 00:55:19.823343
